epoch,lr-FloraAdamFactoredMAS/pg1,lr-FloraAdamFactoredMAS/pg2,mean_optimizer_step_time_ms,step,train_acc,train_loss,val_acc,val_loss
,0.009500000000049998,0.009500000000049998,,49,,,,
0,,,,49,0.8515625,-0.8406352996826172,,
,0.009500000000049998,0.009500000000049998,,99,,,,
0,,,,99,0.90625,-0.8958161473274231,,
0,,,,107,,,0.8966000080108643,-0.8840749859809875
0,,,8.334221839904785,107,,,,
,0.009500000000049998,0.009500000000049998,,149,,,,
1,,,,149,0.923828125,-0.9140870571136475,,
,0.009500000000049998,0.009500000000049998,,199,,,,
1,,,,199,0.908203125,-0.9003381133079529,,
1,,,,215,,,0.9106000065803528,-0.8992603421211243
1,,,8.303175926208496,215,,,,
,0.009500000000049998,0.009500000000049998,,249,,,,
2,,,,249,0.93359375,-0.9277646541595459,,
,0.009500000000049998,0.009500000000049998,,299,,,,
2,,,,299,0.92578125,-0.9211385250091553,,
2,,,,323,,,0.9175999760627747,-0.9103376865386963
2,,,6.895472049713135,323,,,,
,0.009500000000049998,0.009500000000049998,,349,,,,
3,,,,349,0.939453125,-0.9330307841300964,,
,0.009500000000049998,0.009500000000049998,,399,,,,
3,,,,399,0.931640625,-0.927898108959198,,
3,,,,431,,,0.9225999712944031,-0.9151221513748169
3,,,10.54351806640625,431,,,,
,0.009500000000049998,0.009500000000049998,,449,,,,
4,,,,449,0.919921875,-0.9178076386451721,,
,0.009500000000049998,0.009500000000049998,,499,,,,
4,,,,499,0.91015625,-0.9049965143203735,,
4,,,,539,,,0.9240000247955322,-0.9167289137840271
4,,,6.581305503845215,539,,,,
,0.009500000000049998,0.009500000000049998,,549,,,,
5,,,,549,0.943359375,-0.9359872341156006,,
,0.009500000000049998,0.009500000000049998,,599,,,,
5,,,,599,0.93359375,-0.9253145456314087,,
5,,,,647,,,0.9277999997138977,-0.9210096597671509
5,,,6.539916515350342,647,,,,
,0.009500000000049998,0.009500000000049998,,649,,,,
6,,,,649,0.947265625,-0.937544047832489,,
,0.009500000000049998,0.009500000000049998,,699,,,,
6,,,,699,0.92578125,-0.9232141375541687,,
,0.009500000000049998,0.009500000000049998,,749,,,,
6,,,,749,0.890625,-0.8859626054763794,,
6,,,,755,,,0.9229999780654907,-0.9164494872093201
6,,,6.595286846160889,755,,,,
,0.009500000000049998,0.009500000000049998,,799,,,,
7,,,,799,0.923828125,-0.9202427864074707,,
,0.009500000000049998,0.009500000000049998,,849,,,,
7,,,,849,0.9375,-0.9349997043609619,,
7,,,,863,,,0.9323999881744385,-0.9260156154632568
7,,,12.362268447875977,863,,,,
,0.009500000000049998,0.009500000000049998,,899,,,,
8,,,,899,0.958984375,-0.9539759755134583,,
,0.009500000000049998,0.009500000000049998,,949,,,,
8,,,,949,0.94921875,-0.9380397796630859,,
8,,,,971,,,0.9301999807357788,-0.9254443645477295
8,,,7.2000555992126465,971,,,,
,0.009500000000049998,0.009500000000049998,,999,,,,
9,,,,999,0.958984375,-0.9485424160957336,,
,0.009500000000049998,0.009500000000049998,,1049,,,,
9,,,,1049,0.951171875,-0.9475915431976318,,
9,,,,1079,,,0.9358000159263611,-0.9289559721946716
9,,,6.552092552185059,1079,,,,
,0.009500000000049998,0.009500000000049998,,1099,,,,
10,,,,1099,0.955078125,-0.9498330354690552,,
,0.009500000000049998,0.009500000000049998,,1149,,,,
10,,,,1149,0.931640625,-0.9249552488327026,,
10,,,,1187,,,0.9327999949455261,-0.9262990951538086
10,,,6.819925785064697,1187,,,,
,0.009500000000049998,0.009500000000049998,,1199,,,,
11,,,,1199,0.955078125,-0.9445090293884277,,
,0.009500000000049998,0.009500000000049998,,1249,,,,
11,,,,1249,0.9453125,-0.9427490234375,,
11,,,,1295,,,0.9326000213623047,-0.9291227459907532
11,,,6.520814895629883,1295,,,,
,0.009500000000049998,0.009500000000049998,,1299,,,,
12,,,,1299,0.958984375,-0.9543175101280212,,
,0.009500000000049998,0.009500000000049998,,1349,,,,
12,,,,1349,0.931640625,-0.9248645305633545,,
,0.009500000000049998,0.009500000000049998,,1399,,,,
12,,,,1399,0.92578125,-0.9188353419303894,,
12,,,,1403,,,0.9297999739646912,-0.9233524203300476
12,,,6.992639064788818,1403,,,,
,0.009500000000049998,0.009500000000049998,,1449,,,,
13,,,,1449,0.93359375,-0.9288330078125,,
,0.009500000000049998,0.009500000000049998,,1499,,,,
13,,,,1499,0.947265625,-0.9395742416381836,,
13,,,,1511,,,0.9291999936103821,-0.9206153154373169
13,,,6.780046463012695,1511,,,,
,0.009500000000049998,0.009500000000049998,,1549,,,,
14,,,,1549,0.953125,-0.9401168823242188,,
,0.009500000000049998,0.009500000000049998,,1599,,,,
14,,,,1599,0.94921875,-0.9424153566360474,,
14,,,,1619,,,0.9254000186920166,-0.9180577397346497
14,,,6.961611270904541,1619,,,,
,0.009500000000049998,0.009500000000049998,,1649,,,,
15,,,,1649,0.916015625,-0.9135264158248901,,
,0.009500000000049998,0.009500000000049998,,1699,,,,
15,,,,1699,0.9453125,-0.9395793676376343,,
15,,,,1727,,,0.9344000220298767,-0.9276057481765747
15,,,6.954342365264893,1727,,,,
,0.009500000000049998,0.009500000000049998,,1749,,,,
16,,,,1749,0.94921875,-0.9453364610671997,,
,0.009500000000049998,0.009500000000049998,,1799,,,,
16,,,,1799,0.955078125,-0.9471752643585205,,
16,,,,1835,,,0.9246000051498413,-0.9203863143920898
16,,,6.82841682434082,1835,,,,
,0.009500000000049998,0.009500000000049998,,1849,,,,
17,,,,1849,0.9375,-0.9337126016616821,,
,0.009500000000049998,0.009500000000049998,,1899,,,,
17,,,,1899,0.939453125,-0.9317671656608582,,
17,,,,1943,,,0.9291999936103821,-0.9251453280448914
17,,,6.605916500091553,1943,,,,
,0.009500000000049998,0.009500000000049998,,1949,,,,
18,,,,1949,0.93359375,-0.9321767091751099,,
,0.009500000000049998,0.009500000000049998,,1999,,,,
18,,,,1999,0.966796875,-0.9606408476829529,,
18,,,8.405570983886719,1999,,,,
